customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0354,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.22,2038.82,No
CUST0355,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,85.34,204.95,No
CUST0356,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.26,921.28,Yes
CUST0357,Female,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,58.74,1082.12,No
CUST0358,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.05,373.68,Yes
CUST0359,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,99.22,4253.42,No
CUST0360,Female,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.88,2820.07,No
CUST0361,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.86,540.97,No
CUST0362,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.09,613.77,Yes
CUST0363,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,55.33,586.65,No
CUST0364,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,89.88,254.91,No
CUST0365,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,72.06,798.97,Yes
CUST0366,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),107.85,1344.03,No
CUST0367,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.57,2646.61,Yes
CUST0368,Male,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),86.9,2286.19,Yes
CUST0369,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.8,118.11,No
CUST0370,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.13,1239.06,No
CUST0371,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.13,378.85,Yes
CUST0372,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.63,596.82,Yes
CUST0373,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,109.64,4768.58,No
CUST0374,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.1,177.24,No
CUST0375,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),101.02,1338.8,Yes
CUST0376,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.09,171.51,Yes
CUST0377,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.39,3497.86,No
CUST0378,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,89.64,1803.06,No
CUST0379,Male,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,71.85,368.44,Yes
CUST0380,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,96.86,1535.94,No
CUST0381,Female,0,No,No,32,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.84,2386.97,No
CUST0382,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,82.27,5869.07,No
CUST0383,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.91,553.25,No
CUST0384,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.8,1746.82,No
CUST0385,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.86,1903.61,No
CUST0386,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.41,5502.64,No
CUST0387,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.38,2422.74,Yes
CUST0388,Male,0,No,No,24,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,62.07,1515.95,No
CUST0389,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),100.87,1235.04,No
CUST0390,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,84.74,2875.81,Yes
CUST0391,Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.11,322.31,No
CUST0392,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.74,919.86,No
CUST0393,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),86.14,1194.18,No
CUST0394,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.57,3150.84,No
CUST0395,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.53,1813.34,No
CUST0396,Female,0,No,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.47,104.91,No
CUST0397,Female,1,Yes,Yes,44,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.96,2730.19,No
CUST0398,Female,0,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,80.27,1439.75,No
CUST0399,Male,0,No,Yes,46,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.3,4589.51,Yes
CUST0400,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.27,958.68,No
CUST0401,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,72.09,736.57,No
CUST0402,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,87.84,5272.19,No
CUST0403,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.97,613.27,Yes
CUST0404,Female,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.36,2226.31,Yes
CUST0405,Female,1,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.88,873.52,Yes
CUST0406,Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),39.81,542.36,No
CUST0407,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.72,336.47,Yes
CUST0408,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.82,954.27,No
CUST0409,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.65,877.51,Yes
CUST0410,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),95.44,109.07,No
CUST0411,Female,0,No,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.3,128.86,Yes
CUST0412,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),71.88,0.0,No
CUST0413,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,83.62,5985.82,No
CUST0414,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.12,5006.14,No
CUST0415,Male,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,59.54,914.83,No
CUST0416,Male,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.01,2996.44,Yes
CUST0417,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.71,166.31,No
CUST0418,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),117.94,3108.23,No
CUST0419,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.87,3499.03,No
CUST0420,Female,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,1148.79,No
CUST0421,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.2,946.18,Yes
CUST0422,Female,1,No,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.74,,Yes
CUST0423,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.03,668.61,Yes
CUST0424,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,98.67,7123.24,Yes
CUST0425,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.84,213.21,Yes
CUST0426,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.9,1770.32,Yes
CUST0427,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.17,2507.61,No
CUST0428,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,89.67,2572.27,No
CUST0429,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,82.84,134.97,Yes
CUST0430,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.36,5049.75,Yes
CUST0431,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,74.68,356.19,Yes
CUST0432,Male,1,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.31,2399.93,Yes
CUST0433,Female,0,No,No,6,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,81.7,611.48,No
CUST0434,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.93,461.97,No
CUST0435,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,111.72,2028.25,Yes
CUST0436,Female,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,53.51,690.4,No
CUST0437,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,100.44,314.47,No
CUST0438,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.72,479.37,Yes
CUST0439,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),80.93,1165.36,No
CUST0440,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.11,1527.06,Yes
CUST0441,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.7,2335.03,Yes
CUST0442,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.38,209.37,Yes
CUST0443,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.41,805.14,No
CUST0444,Female,0,No,No,2,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.75,124.73,No
CUST0445,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,90.76,0.0,No
CUST0446,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.7,2226.11,Yes
CUST0447,Female,1,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.14,2171.94,Yes
CUST0448,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.75,179.65,Yes
CUST0449,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.73,354.39,No
CUST0450,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),98.05,0.0,Yes
CUST0451,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,106.02,4820.19,Yes
CUST0452,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,103.49,7465.13,No
CUST0453,Female,1,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.46,210.81,Yes
CUST0454,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.3,430.07,Yes
CUST0455,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),91.59,4484.71,Yes
CUST0456,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.87,6213.94,Yes
CUST0457,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.29,1176.93,Yes
CUST0458,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,98.2,0.0,Yes
CUST0459,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.26,14.34,No
CUST0460,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.77,2380.08,No
CUST0461,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.88,922.06,No
CUST0462,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.23,0.0,No
CUST0463,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.02,2294.06,Yes
CUST0464,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.47,0.0,No
CUST0465,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,77.01,2975.47,No
CUST0466,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,241.59,No
CUST0467,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,105.02,0.0,Yes
CUST0468,Male,0,Yes,No,22,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,81.75,1727.88,Yes
CUST0469,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.01,1347.73,No
CUST0470,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.55,6073.84,Yes
CUST0471,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.88,1732.43,Yes
CUST0472,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),77.2,499.74,No
CUST0473,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,101.76,3088.07,Yes
CUST0474,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.69,707.78,Yes
CUST0475,Female,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.0,5383.38,Yes
CUST0476,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,107.83,1186.62,Yes
CUST0477,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.18,916.12,No
CUST0478,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.33,0.0,Yes
CUST0479,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,67.02,676.02,Yes
CUST0480,Female,0,Yes,No,44,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.87,2943.83,No
CUST0481,Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),108.8,4340.85,No
CUST0482,Male,0,Yes,No,6,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.88,102.28,Yes
CUST0483,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.6,302.81,Yes
CUST0484,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.4,1822.69,No
CUST0485,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.33,4486.72,Yes
CUST0486,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.85,120.45,Yes
CUST0487,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.43,1861.79,Yes
CUST0488,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.61,664.4,No
CUST0489,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.99,3330.93,No
CUST0490,Female,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.15,161.6,No
CUST0491,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,81.18,407.62,Yes
CUST0492,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.84,2590.07,No
CUST0493,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.69,149.5,Yes
CUST0494,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.59,751.33,No
CUST0495,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,101.75,1392.37,No
CUST0496,Male,1,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.42,961.39,No
CUST0497,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.2,291.53,No
CUST0498,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.39,1700.22,Yes
CUST0499,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,358.15,Yes
CUST0500,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.81,1050.98,No
CUST0501,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.63,3677.15,Yes
CUST0502,Male,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.32,651.7,No
CUST0503,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.69,316.27,Yes
CUST0504,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),105.74,406.59,No
CUST0505,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.42,547.2,No
CUST0506,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.27,1109.86,No
CUST0507,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,67.51,831.24,No
CUST0508,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.45,2330.15,No
CUST0509,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,77.15,171.01,Yes
CUST0510,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,57.82,50.41,No
CUST0511,Female,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.63,322.88,No
CUST0512,Male,1,No,No,29,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.39,1957.2,No
CUST0513,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),83.14,534.39,No
CUST0514,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.38,2406.74,No
CUST0515,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.53,368.24,Yes
CUST0516,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),78.1,4221.44,No
CUST0517,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.13,3590.53,No
CUST0518,Female,1,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),108.91,1005.61,No
CUST0519,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),107.83,584.63,Yes
CUST0520,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,103.19,1309.62,No
CUST0521,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.35,207.71,Yes
CUST0522,Female,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.55,860.77,No
CUST0523,Male,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.05,2071.64,No
CUST0524,Female,1,Yes,Yes,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),77.2,2061.27,No
CUST0525,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.75,4955.39,Yes
CUST0526,Male,1,No,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.57,811.46,No
CUST0527,Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.88,83.69,Yes
CUST0528,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.97,2655.09,No
CUST0529,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.16,843.43,Yes
CUST0530,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.59,2316.49,Yes
CUST0531,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,92.01,780.15,No
CUST0532,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),81.78,167.45,Yes
